symbol,company,market_cap,policy_date,tier_kind,tier_name,associates,question,answer,mechanism,clause,definition,section,reasoning
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,cash_hedge,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;","derivatives (such as exchange-traded options and warrants) and other financial products issued by third parties in relation to Woodside shares, debentures and options;",6.1; 1.3,"Employees who are not directors or restricted employees may deal in Woodside securities at any time subject only to the inside information, Front Page Test and short-term dealing conditions; the Policy's definition of covered securities extends to third-party derivatives over Woodside shares, so this permission reaches a cash-settled hedge."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,physical_hedge,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;","derivatives (such as exchange-traded options and warrants) and other financial products issued by third parties in relation to Woodside shares, debentures and options;",6.1; 1.3,"The same at-any-time permission is settlement-method neutral, and because covered securities include third-party derivatives over Woodside shares, it also reaches a physically settled hedge."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,encumber,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;",using as security or otherwise granting a charge or encumbrance over securities;,6.1; 2.3,"Dealing is defined to include using securities as security or otherwise granting a charge or encumbrance over them, and this tier may deal in Woodside securities at any time subject only to the stated conditions, so encumbering vested shares is permitted without approval; the Section 8 pledging ban applies only to directors, Company Secretaries and direct reports to the CEO."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,borrow_against_stock,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;",using as security or otherwise granting a charge or encumbrance over securities;,6.1; 2.3,"A margin loan secured against the shares involves granting a charge or encumbrance over securities, which is 'dealing'; the pledging prohibition in Section 8 does not extend to this tier, so the at-any-time permission in Section 6.1 governs."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,borrow_against_derivative,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;",using as security or otherwise granting a charge or encumbrance over securities;,6.1; 2.3,"Securing a loan against a derivative over the shares is likewise a charge or encumbrance 'over securities', and since covered securities include third-party derivatives, this too falls within the Section 6.1 at-any-time permission for this tier."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,stock_loan,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;","any transaction, or the exercise of any power or discretion, effecting a change of ownership of a beneficial interest;",6.1; 2.3,"A title-transfer securities loan transfers legal and beneficial title to the borrower, which is a change of ownership of a beneficial interest and therefore 'dealing'; this tier may undertake any dealing at any time under Section 6.1, subject only to the stated conditions."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,general,Employees who are not directors or restricted employees,covered,lender_enforcement,explicitly_permitted,via_definition,"you can deal in Woodside securities at any time provided you do not have inside information, the proposed dealing would pass the Front Page Test and you are not involved in short term or speculative dealing;","any transaction, or the exercise of any power or discretion, effecting a change of ownership of a beneficial interest;",6.1; 2.3,"This tier is not subject to black-out periods at all, and a lender's enforcement sale is simply a disposal effecting a change of beneficial ownership, which is 'dealing' permitted at any time under Section 6.1 subject only to the stated conditions."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,cash_hedge,never_permitted,express,"Transactions involving derivative securities, whether entered into for hedging purposes or not, may also create the appearance of impropriety in the event of any unusual activity in the underlying equity security. Transactions involving Woodside-based derivative securities by directors, executive key management personnel and other executives participating in an equity-based executive incentive plan, are also prohibited.",,5.1,"Restricted employees are executive key management personnel or other incentive-plan executives, and Section 5.1 bans any transaction in a Woodside-based derivative security by that group outright, without regard to whether the underlying shares are vested and unrestricted; a cash-settled collar or put over Woodside shares is such a derivative security."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,physical_hedge,never_permitted,express,"Transactions involving derivative securities, whether entered into for hedging purposes or not, may also create the appearance of impropriety in the event of any unusual activity in the underlying equity security. Transactions involving Woodside-based derivative securities by directors, executive key management personnel and other executives participating in an equity-based executive incentive plan, are also prohibited.",,5.1,"The same unconditional ban on transactions in Woodside-based derivative securities names collars and puts as examples, so it equally prohibits a physically settled hedge."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,encumber,never_permitted,express,"Due to this risk, directors or Company Secretaries of Woodside Energy Group Ltd and direct reports to the CEO are prohibited from pledging Woodside securities as collateral.",,8.1,"Restricted employees include direct reports to the CEO and the Company Secretary(ies), whom Section 8.1 expressly prohibits from pledging Woodside securities as collateral, which covers encumbering the vested shares."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,borrow_against_stock,never_permitted,express,"Woodside securities pledged as collateral, including shares held in a margin account, may be sold without your consent by the lender in foreclosure if you default on your loan. A foreclosure sale that occurs while you are aware of inside information may, in some cases, result in unlawful insider trading. Due to this risk, directors or Company Secretaries of Woodside Energy Group Ltd and direct reports to the CEO are prohibited from pledging Woodside securities as collateral.",,8.1,"Section 8.1 names a margin account secured against the shares as an example of pledging and prohibits direct reports to the CEO and Company Secretaries from pledging Woodside securities as collateral, banning this borrowing."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,borrow_against_derivative,never_permitted,via_definition,"Transactions involving derivative securities, whether entered into for hedging purposes or not, may also create the appearance of impropriety in the event of any unusual activity in the underlying equity security. Transactions involving Woodside-based derivative securities by directors, executive key management personnel and other executives participating in an equity-based executive incentive plan, are also prohibited.",using as security or otherwise granting a charge or encumbrance over securities;,5.1; 2.3,"Restricted employees cannot hold a Woodside-based derivative security at all under Section 5.1, and dealing is separately defined to include using a security (which the Policy defines to include third-party derivatives) as collateral for a charge, so a loan secured on a collar or put over Woodside shares is also never permitted."
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,stock_loan,permitted_with_pre_approval,via_definition,you must submit a completed Compliance Certificate in respect of the dealing to your direct manager and then to the Group General Counsel for acknowledgement;,"any transaction, or the exercise of any power or discretion, effecting a change of ownership of a beneficial interest;",6.2; 2.3,A title-transfer securities loan is a change of ownership of a beneficial interest and so is 'dealing'; restricted employees may only deal after submitting a Compliance Certificate to their manager and the Group General Counsel for acknowledgement.
WDS,Woodside Energy Group Ltd,62165974676,2024-12-11,senior,Restricted employees,covered,lender_enforcement,explicitly_permitted,express,disposal of Woodside securities as a result of a secured lender exercising their rights;,,7.1,"Section 7.1 excludes a secured lender's enforcement sale from the operation of the Policy for a director or restricted employee, and the carve-out that removes this exclusion during black-out periods applies only to directors, not restricted employees, so the exclusion is available even during a closed period."
