symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
REG,REGIS HEALTHCARE LIMITED,1871617716,Health Care Equipment & Services,2014-10-06,Connected Persons,associate,clearance_required,loan_margin_features_banned,
REG,REGIS HEALTHCARE LIMITED,1871617716,Health Care Equipment & Services,2014-10-06,Chair of the Board,director,clearance_required,loan_margin_features_banned,
BGA,BEGA CHEESE LIMITED,1867050492,"Food, Beverage & Tobacco",2017-02-23,Designated Personnel,restricted,clearance_required,blocked_loan,
BGA,BEGA CHEESE LIMITED,1867050492,"Food, Beverage & Tobacco",2017-02-23,Chairperson,director,clearance_required,blocked_loan,
BGA,BEGA CHEESE LIMITED,1867050492,"Food, Beverage & Tobacco",2017-02-23,Directors,director,clearance_required,blocked_loan,
PMV,PREMIER INVESTMENTS LIMITED,1855792715,Consumer Discretionary Distribution & Retail,2013-10-17,Key Management Personnel,kmp,notification_required,clearance_required,
PMV,PREMIER INVESTMENTS LIMITED,1855792715,Consumer Discretionary Distribution & Retail,2013-10-17,Chief Executive Officer,kmp,notification_required,clearance_required,
PMV,PREMIER INVESTMENTS LIMITED,1855792715,Consumer Discretionary Distribution & Retail,2013-10-17,Chairman,director,notification_required,clearance_required,
PMV,PREMIER INVESTMENTS LIMITED,1855792715,Consumer Discretionary Distribution & Retail,2013-10-17,Associates,associate,notification_required,clearance_required,
ASB,AUSTAL LIMITED,1844464306,Capital Goods,2010-12-23,Restricted Persons,restricted,clearance_required,clearance_required,
ASB,AUSTAL LIMITED,1844464306,Capital Goods,2010-12-23,Chairman,director,clearance_required,clearance_required,
ASB,AUSTAL LIMITED,1844464306,Capital Goods,2010-12-23,Director (other than the Chairman),director,clearance_required,clearance_required,
ASB,AUSTAL LIMITED,1844464306,Capital Goods,2010-12-23,Restricted Persons (other than the Chairman or Directors),restricted,clearance_required,clearance_required,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Orora Person,all_staff,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Designated Person,kmp,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Directors,director,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Chairman of the Board,director,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Directors (except Chairman),director,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Senior Executives (except MD&CEO),kmp,notification_required,blocked_loan,
ORA,ORORA LIMITED,1831887485,Materials,2021-04-26,Associates,associate,notification_required,blocked_loan,
CIP,CENTURIA INDUSTRIAL REIT,1816969287,Equity Real Estate Investment Trusts (REITs),2017-02-07,Directors,director,unclear,workable,
CIP,CENTURIA INDUSTRIAL REIT,1816969287,Equity Real Estate Investment Trusts (REITs),2017-02-07,Employees,all_staff,unclear,workable,
DVP,DEVELOP GLOBAL LIMITED,1814920113,Materials,2011-02-22,Directors,director,clearance_required,workable,
DVP,DEVELOP GLOBAL LIMITED,1814920113,Materials,2011-02-22,employees,all_staff,clearance_required,workable,
DVP,DEVELOP GLOBAL LIMITED,1814920113,Materials,2011-02-22,contractors,other,clearance_required,workable,
IMD,IMDEX LIMITED,1805381524,Materials,2010-12-20,Employees,all_staff,blocked,blocked_hedge,"hedging: not use derivatives such as caps, collars, warrants or similar products into in relation to any Company securities held  | derivatives: not use derivatives such as caps, collars, warrants or similar products into in relation to any Company securities held "
IMD,IMDEX LIMITED,1805381524,Materials,2010-12-20,Key Management Personnel,kmp,blocked,blocked_hedge,"hedging: not use derivatives such as caps, collars, warrants or similar products into in relation to any Company securities held  | derivatives: not use derivatives such as caps, collars, warrants or similar products into in relation to any Company securities held "
RDX,REDOX LIMITED,1795778484,Capital Goods,2023-07-02,Employees,all_staff,clearance_required,workable,
RDX,REDOX LIMITED,1795778484,Capital Goods,2023-07-02,Restricted Persons,restricted,clearance_required,workable,
RDX,REDOX LIMITED,1795778484,Capital Goods,2023-07-02,Directors,director,unclear,workable,
RDX,REDOX LIMITED,1795778484,Capital Goods,2023-07-02,Senior Executives,kmp,unclear,workable,
RDX,REDOX LIMITED,1795778484,Capital Goods,2023-07-02,Nominated Employees,restricted,unclear,workable,
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,1790229639,Not Applic,2026-02-13,Restricted Person,kmp,clearance_required,workable,
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,1790229639,Not Applic,2026-02-13,Directors,director,clearance_required,workable,
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,1790229639,Not Applic,2026-02-13,Associates,associate,clearance_required,workable,
ORE,OREZONE GOLD CORPORATION,1784624540,Materials,2025-08-06,"Directors, Officers, Employees and Representatives",all_staff,unclear,workable,
ORE,OREZONE GOLD CORPORATION,1784624540,Materials,2025-08-06,"Individuals who participate in the preparation of the Company's financial statements or who are privy to material financial information relating to the Company, including the Board",restricted,unclear,workable,
CYL,CATALYST METALS LIMITED,1782402555,Materials,2024-10-11,"Directors, Officers and Employees",all_staff,unclear,workable,
CYL,CATALYST METALS LIMITED,1782402555,Materials,2024-10-11,Restricted Persons,restricted,blocked,workable,"hedging: Directors, key management personnel and any other designated Restricted Persons covered under this policy are also prohi | derivatives: Directors, key management personnel and any other designated Restricted Persons covered under this policy are also prohi"
CYL,CATALYST METALS LIMITED,1782402555,Materials,2024-10-11,Directors,director,unclear,workable,
CYL,CATALYST METALS LIMITED,1782402555,Materials,2024-10-11,Associated Parties,associate,unclear,workable,
GLF,GEMLIFE COMMUNITIES GROUP,1722706733,Real Estate Management & Development,2025-07-08,EQT Persons,restricted,clearance_required,workable,
GLF,GEMLIFE COMMUNITIES GROUP,1722706733,Real Estate Management & Development,2025-07-08,Responsible Entity's Directors,director,notification_required,workable,
GLF,GEMLIFE COMMUNITIES GROUP,1722706733,Real Estate Management & Development,2025-07-08,LIT Partners,other,notification_required,workable,
GLF,GEMLIFE COMMUNITIES GROUP,1722706733,Real Estate Management & Development,2025-07-08,LIT Persons,other,clearance_required,workable,
GLF,GEMLIFE COMMUNITIES GROUP,1722706733,Real Estate Management & Development,2025-07-08,Connected Persons,associate,clearance_required,workable,
DTL,DATA#3 LIMITED,1716711700,Software & Services,2010-12-30,all Directors and staff of DTL,all_staff,clearance_required,workable,
DTL,DATA#3 LIMITED,1716711700,Software & Services,2010-12-30,Restricted Persons,restricted,clearance_required,workable,
RYM,RYMAN HEALTHCARE LIMITED,1716609685,Health Care Equipment & Services,,all directors and employees,all_staff,clearance_required,workable,
RYM,RYMAN HEALTHCARE LIMITED,1716609685,Health Care Equipment & Services,,Restricted Persons,restricted,clearance_required,workable,
RYM,RYMAN HEALTHCARE LIMITED,1716609685,Health Care Equipment & Services,,"family, and trusts and companies controlled",associate,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,GPG Person,restricted,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,Chair of the Board,director,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,"Other directors, Company Secretary and Key Management Personnel",kmp,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,Any other GPG Person,other,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,Controlled Entities,associate,clearance_required,workable,
GNP,GENUSPLUS GROUP LTD,1701768412,Capital Goods,2020-12-11,Associates (clause 3 only),associate,clearance_required,workable,
MLX,METALS X LIMITED,1675280007,Materials,2023-01-31,Staff,all_staff,clearance_required,workable,
MLX,METALS X LIMITED,1675280007,Materials,2023-01-31,Senior Management,kmp,clearance_required,workable,
MLX,METALS X LIMITED,1675280007,Materials,2023-01-31,Directors,director,clearance_required,workable,
MLX,METALS X LIMITED,1675280007,Materials,2023-01-31,Family member,associate,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Employees,all_staff,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Restricted Persons,restricted,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,CEO or Chairman of the Board,director,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Other Directors,director,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Sales Team,restricted,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Chief Commercial Officer,kmp,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Other Restricted Persons,other,clearance_required,workable,
DRO,DRONESHIELD LIMITED,1633012813,Capital Goods,2026-02-24,Connected Persons,associate,clearance_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Designated Persons,all_staff,clearance_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Directors,director,clearance_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Chairman,director,clearance_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Employees,all_staff,notification_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Restricted Employees,restricted,clearance_required,workable,
DYL,DEEP YELLOW LIMITED,1592820746,Energy,2010-12-17,Associated parties,associate,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Restricted Persons,restricted,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Connected Persons,associate,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Employees and officers,other,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Directors,director,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Managing Director,kmp,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Chair,director,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,Company Secretary,kmp,clearance_required,workable,
BCI,BCI MINERALS LIMITED,1586293097,Materials,2025-11-24,SLT,kmp,clearance_required,workable,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Relevant Persons,all_staff,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Directors,director,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Chairman,director,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Employees,all_staff,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Other Relevant Persons,other,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Key Management Personnel,kmp,clearance_required,loan_margin_features_banned,
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,1562040104,Equity Real Estate Investment Trusts (REITs),2022-06-27,Associates,associate,clearance_required,loan_margin_features_banned,
SNL,SUPPLY NETWORK LIMITED,1558185854,Consumer Discretionary Distribution & Retail,2010-12-23,"Directors, officers and employees",all_staff,unclear,workable,
SNL,SUPPLY NETWORK LIMITED,1558185854,Consumer Discretionary Distribution & Retail,2010-12-23,Restricted persons,restricted,unclear,workable,
SNL,SUPPLY NETWORK LIMITED,1558185854,Consumer Discretionary Distribution & Retail,2010-12-23,Directors,director,unclear,workable,
SNL,SUPPLY NETWORK LIMITED,1558185854,Consumer Discretionary Distribution & Retail,2010-12-23,Chairman,director,unclear,workable,
SNL,SUPPLY NETWORK LIMITED,1558185854,Consumer Discretionary Distribution & Retail,2010-12-23,Executives,kmp,unclear,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,NEC Person,all_staff,clearance_required,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,Directors and Senior Management,kmp,clearance_required,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,Chair of the Board,director,clearance_required,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,Other directors and Company Secretary,director,clearance_required,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,Any other NEC Person,other,clearance_required,workable,
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,1546118070,Media & Entertainment,2015-03-30,Associates,associate,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Restricted Persons,restricted,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Relevant Persons,all_staff,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Associates,associate,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Chair,director,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Chair and his or her Associates,director,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,All Relevant Persons other than the Chair and his or her Associates,all_staff,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,Directors,director,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,"Employees, contractors and Relevant Persons other than directors",all_staff,clearance_required,workable,
WPR,WAYPOINT REIT,1541253571,Equity Real Estate Investment Trusts (REITs),2024-10-17,All Employees,all_staff,clearance_required,workable,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,Personnel,all_staff,clearance_required,loan_margin_features_banned,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,Designated Person,kmp,clearance_required,loan_margin_features_banned,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,"Directors, alternate directors, CEO, CFO and Company Secretary",kmp,clearance_required,loan_margin_features_banned,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,Chairman of the Board,director,clearance_required,loan_margin_features_banned,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,Other Designated Persons,kmp,clearance_required,loan_margin_features_banned,
SIQ,SMARTGROUP CORPORATION LTD,1534864743,Commercial & Professional Services,2018-06-22,Associates,associate,clearance_required,loan_margin_features_banned,
DGT,DIGICO INFRASTRUCTURE REIT,1501869655,Class Pend,2024-12-19,EQT Persons,all_staff,clearance_required,workable,
DGT,DIGICO INFRASTRUCTURE REIT,1501869655,Class Pend,2024-12-19,LIT Partners,other,clearance_required,workable,
DGT,DIGICO INFRASTRUCTURE REIT,1501869655,Class Pend,2024-12-19,LIT Persons,other,clearance_required,workable,
DGT,DIGICO INFRASTRUCTURE REIT,1501869655,Class Pend,2024-12-19,Connected Persons,associate,clearance_required,workable,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Officers,director,clearance_required,loan_margin_features_banned,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Employees,all_staff,clearance_required,loan_margin_features_banned,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Designated Person,restricted,blocked,loan_margin_features_banned,hedging: Designated Persons are prohibited from entering into agreements or other arrangements: ... to hedge their existing holdi | derivatives: These prohibitions also include derivatives on the Service Stream securities.
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Chairman,restricted,clearance_required,loan_margin_features_banned,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,"Director, CEO or Company Secretary",restricted,clearance_required,loan_margin_features_banned,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Other Designated Person,restricted,clearance_required,loan_margin_features_banned,
SSM,SERVICE STREAM LIMITED,1496541092,Capital Goods,2018-02-14,Associates,associate,clearance_required,loan_margin_features_banned,
SKG,STORAGE KING GROUP,1491506862,Equity Real Estate Investment Trusts (REITs),2023-09-22,ASK and Manager Personnel,all_staff,blocked,blocked_hedge,hedging: If an ASK and Manager Personnel or associate enters into a hedging transaction to limit his or her exposure to Stapled S | derivatives: ASK and Manager Personnel and associates are prohibited from entering into any transaction to hedge their exposure to St
SKG,STORAGE KING GROUP,1491506862,Equity Real Estate Investment Trusts (REITs),2023-09-22,Restricted Persons,restricted,blocked,blocked_hedge,hedging: If an ASK and Manager Personnel or associate enters into a hedging transaction to limit his or her exposure to Stapled S | derivatives: ASK and Manager Personnel and associates are prohibited from entering into any transaction to hedge their exposure to St
SKG,STORAGE KING GROUP,1491506862,Equity Real Estate Investment Trusts (REITs),2023-09-22,Associates,associate,blocked,blocked_hedge,hedging: If an ASK and Manager Personnel or associate enters into a hedging transaction to limit his or her exposure to Stapled S | derivatives: ASK and Manager Personnel and associates are prohibited from entering into any transaction to hedge their exposure to St
BKI,BKI INVESTMENT COMPANY LIMITED,1489162653,Not Applic,2021-07-21,Restricted Persons,restricted,unclear,workable,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Directors,director,clearance_required,loan_margin_features_banned,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Chair,director,clearance_required,loan_margin_features_banned,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Other KMP,kmp,clearance_required,loan_margin_features_banned,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Employees,all_staff,clearance_required,loan_margin_features_banned,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Lighthouse employees,other,clearance_required,loan_margin_features_banned,
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,1476679659,Financial Services,2025-10-15,Associates,associate,clearance_required,loan_margin_features_banned,
KCN,KINGSGATE CONSOLIDATED LIMITED.,1465925367,Materials,2010-12-30,Directors and employees,all_staff,blocked,blocked_hedge,derivatives: As a general rule Directors and employees of the Company must not buy or sell securities in the Company including tradin
SLX,SILEX SYSTEMS LIMITED,1461801028,Capital Goods,2025-05-12,Employees,all_staff,blocked,blocked_hedge,"hedging: entering into transactions or arrangements, including by way of derivatives or similar financial products, which operate"
SLX,SILEX SYSTEMS LIMITED,1461801028,Capital Goods,2025-05-12,Senior Executives,kmp,blocked,blocked_hedge,"hedging: entering into transactions or arrangements, including by way of derivatives or similar financial products, which operate | derivatives: In addition to sections 4.1 and 4.2, Senior Executives are prohibited from trading in financial products issued or creat"
SLX,SILEX SYSTEMS LIMITED,1461801028,Capital Goods,2025-05-12,Directors,director,blocked,blocked_hedge,"hedging: entering into transactions or arrangements, including by way of derivatives or similar financial products, which operate"
SLX,SILEX SYSTEMS LIMITED,1461801028,Capital Goods,2025-05-12,Closely Connected Persons or Entities,associate,blocked,blocked_hedge,"hedging: entering into transactions or arrangements, including by way of derivatives or similar financial products, which operate"
SLC,SUPERLOOP LIMITED,1461787456,Telecommunication Services,2015-06-03,Restricted Persons,restricted,clearance_required,workable,
SLC,SUPERLOOP LIMITED,1461787456,Telecommunication Services,2015-06-03,Directors,director,clearance_required,workable,
SLC,SUPERLOOP LIMITED,1461787456,Telecommunication Services,2015-06-03,Chairperson,director,clearance_required,workable,
SLC,SUPERLOOP LIMITED,1461787456,Telecommunication Services,2015-06-03,"Restricted Persons, other than directors",restricted,clearance_required,workable,
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,Designated Persons,restricted,blocked,workable,"derivatives: deal at any time in financial products associated with Ingenia's securities, except for a type of dealing permitted by l"
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,Directors,director,clearance_required,workable,
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,Executives,kmp,clearance_required,workable,
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,Chair of the Board,director,clearance_required,workable,
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,All other Designated Persons,all_staff,clearance_required,workable,
INA,INGENIA COMMUNITIES GROUP,1455072252,Equity Real Estate Investment Trusts (REITs),2021-04-08,Family members and associates,associate,clearance_required,workable,
FFM,FIREFLY METALS LTD,1449161606,Materials,2024-05-31,Designated Persons,restricted,clearance_required,blocked_loan,
FFM,FIREFLY METALS LTD,1449161606,Materials,2024-05-31,Directors,director,clearance_required,blocked_loan,
FFM,FIREFLY METALS LTD,1449161606,Materials,2024-05-31,Chair,director,clearance_required,blocked_loan,
FFM,FIREFLY METALS LTD,1449161606,Materials,2024-05-31,"Employees, consultants or contractors (other than a Designated Person)",all_staff,clearance_required,blocked_loan,
BNZ,BENZ MINING CORP.,1449026581,Materials,2020-12-21,Employees,all_staff,blocked,workable,"derivatives: Employees must not trade in any derivative products or convertible securities issued by the Company, including warrants,"
BNZ,BENZ MINING CORP.,1449026581,Materials,2020-12-21,Key Management Personnel,kmp,clearance_required,workable,
BNZ,BENZ MINING CORP.,1449026581,Materials,2020-12-21,Related Persons,associate,clearance_required,workable,
BNZ,BENZ MINING CORP.,1449026581,Materials,2020-12-21,Directors,director,notification_required,workable,
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,1444875416,Software & Services,2010-12-21,Directors,director,unclear,workable,
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,1444875416,Software & Services,2010-12-21,Senior Managers,kmp,unclear,workable,
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,1444875416,Software & Services,2010-12-21,Other Employees,all_staff,unclear,workable,
LIN,LINDIAN RESOURCES LIMITED,1414788250,Materials,2010-12-29,Applicable Persons,all_staff,clearance_required,workable,
LIN,LINDIAN RESOURCES LIMITED,1414788250,Materials,2010-12-29,key management personnel,kmp,clearance_required,workable,
LIN,LINDIAN RESOURCES LIMITED,1414788250,Materials,2010-12-29,Related Persons,associate,clearance_required,workable,
LIN,LINDIAN RESOURCES LIMITED,1414788250,Materials,2010-12-29,Directors,director,notification_required,workable,
WAM,WAM CAPITAL LIMITED,1411368932,Not Applic,2017-07-30,Restricted Persons,restricted,blocked,clearance_required,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh
WAM,WAM CAPITAL LIMITED,1411368932,Not Applic,2017-07-30,Associated Parties,associate,unclear,clearance_required,
WAM,WAM CAPITAL LIMITED,1411368932,Not Applic,2017-07-30,Directors,director,unclear,clearance_required,
BVS,BRAVURA SOLUTIONS LIMITED.,1407661922,Software & Services,2016-11-15,Directors,director,clearance_required,workable,
BVS,BRAVURA SOLUTIONS LIMITED.,1407661922,Software & Services,2016-11-15,Restricted Employees,restricted,clearance_required,workable,
BVS,BRAVURA SOLUTIONS LIMITED.,1407661922,Software & Services,2016-11-15,Employees,all_staff,clearance_required,workable,
WEB,WEBBEDS GROUP LIMITED,1404510072,Consumer Services,2010-12-21,Employee,all_staff,available,workable,
WEB,WEBBEDS GROUP LIMITED,1404510072,Consumer Services,2010-12-21,Designated Officer,other,notification_required,workable,
WEB,WEBBEDS GROUP LIMITED,1404510072,Consumer Services,2010-12-21,associated persons,associate,clearance_required,workable,
MMS,MCMILLAN SHAKESPEARE LIMITED,1403306934,Commercial & Professional Services,2017-06-21,MMS Staff,all_staff,unclear,workable,
MMS,MCMILLAN SHAKESPEARE LIMITED,1403306934,Commercial & Professional Services,2017-06-21,Key Management Personnel,kmp,unclear,workable,
MMS,MCMILLAN SHAKESPEARE LIMITED,1403306934,Commercial & Professional Services,2017-06-21,Associated Parties,associate,unclear,workable,
GNC,GRAINCORP LIMITED,1391746024,Consumer Staples Distribution & Retail,2024-06-27,Restricted Person,restricted,blocked,workable,hedging: Restricted Persons may not enter into any other transaction that operates to limit the economic risk of their security h
GNC,GRAINCORP LIMITED,1391746024,Consumer Staples Distribution & Retail,2024-06-27,Director,director,notification_required,workable,
GNC,GRAINCORP LIMITED,1391746024,Consumer Staples Distribution & Retail,2024-06-27,Employee,all_staff,clearance_required,workable,
GNC,GRAINCORP LIMITED,1391746024,Consumer Staples Distribution & Retail,2024-06-27,Associates,associate,clearance_required,workable,
HLI,HELIA GROUP LIMITED,1387432413,Financial Services,2025-11-02,Prescribed Persons,restricted,clearance_required,workable,
HLI,HELIA GROUP LIMITED,1387432413,Financial Services,2025-11-02,Helia Employees,all_staff,clearance_required,workable,
HLI,HELIA GROUP LIMITED,1387432413,Financial Services,2025-11-02,Directors,director,clearance_required,workable,
HLI,HELIA GROUP LIMITED,1387432413,Financial Services,2025-11-02,Associates,associate,clearance_required,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Employees,all_staff,unclear,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Restricted Persons,restricted,clearance_required,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Directors,director,unclear,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Nominated Employees or Senior Executives,kmp,unclear,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,CEO or other Directors,director,unclear,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Chair of the Board,director,unclear,workable,
CBO,COBRAM ESTATE OLIVES LIMITED,1378918630,"Food, Beverage & Tobacco",2021-08-09,Connected Persons,associate,unclear,workable,
ABB,AUSSIE BROADBAND LIMITED,1350019175,Telecommunication Services,2025-08-29,Aussie Broadband Person,all_staff,clearance_required,enforcement_restricted,
ABB,AUSSIE BROADBAND LIMITED,1350019175,Telecommunication Services,2025-08-29,Director,director,clearance_required,enforcement_restricted,
ABB,AUSSIE BROADBAND LIMITED,1350019175,Telecommunication Services,2025-08-29,Executive Leadership Group,kmp,clearance_required,enforcement_restricted,
ABB,AUSSIE BROADBAND LIMITED,1350019175,Telecommunication Services,2025-08-29,Senior Leadership Group,kmp,clearance_required,enforcement_restricted,
HMC,HMC CAPITAL LIMITED,1320370339,Financial Services,2022-09-15,Employees,all_staff,clearance_required,workable,
HMC,HMC CAPITAL LIMITED,1320370339,Financial Services,2022-09-15,Directors,director,clearance_required,workable,
HMC,HMC CAPITAL LIMITED,1320370339,Financial Services,2022-09-15,Senior Executives,kmp,clearance_required,workable,
