symbol,name,market_cap,industry,status,source,policy_date,headline,document_key,pdf,text_chars
PWH,PWR HOLDINGS LIMITED,1151573697,Automobiles & Components,ok,asx,2019-02-24,PWH Revised Securities Trading Policy,2995-02079262-2A1134677,/Users/gazmart/code/asx-trading-policies/data/pdf/PWH.pdf,17906
ELS,ELSIGHT LIMITED,1147514144,Technology Hardware & Equipment,ok,asx,2017-06-07,Securities Trading Policy,2995-01863749-6A823392,/Users/gazmart/code/asx-trading-policies/data/pdf/ELS.pdf,16086
TUA,TUAS LIMITED,1135180074,Telecommunication Services,ok,asx,2020-06-29,Securities Trading Policy,2924-02249289-2A1233390,/Users/gazmart/code/asx-trading-policies/data/pdf/TUA.pdf,9920
KLS,KELSIAN GROUP LIMITED,1132808406,Transportation,ok,asx,2023-08-30,Revised Securities Dealing Policy,2924-02705039-2A1470415,/Users/gazmart/code/asx-trading-policies/data/pdf/KLS.pdf,16580
UOS,UNITED OVERSEAS AUSTRALIA LIMITED,1130516320,Real Estate Management & Development,ok,asx,2010-12-16,Securities Dealing Policy,2995-01133485-6A520895,/Users/gazmart/code/asx-trading-policies/data/pdf/UOS.pdf,11606
MAF,MA FINANCIAL GROUP LIMITED,1128395949,Financial Services,ok,asx,2017-04-10,Securities Trading Policy,2995-01846643-2A1008521,/Users/gazmart/code/asx-trading-policies/data/pdf/MAF.pdf,17554
LFG,LIBERTY FINANCIAL GROUP,1123320000,Financial Services,ok,asx,2026-07-01,Updated Securities Trading Policy,2924-03106259-3A696367,/Users/gazmart/code/asx-trading-policies/data/pdf/LFG.pdf,34976
APZ,ASPEN GROUP,1123247678,Equity Real Estate Investment Trusts (REITs),ok,asx,2016-02-23,Revised Securities Trading Policy,2995-01714763-2A908060,/Users/gazmart/code/asx-trading-policies/data/pdf/APZ.pdf,15926
IPX,IPERIONX LIMITED,1122944505,Materials,ok,asx,2024-05-22,Securities Trading Policy,2924-02809497-6A1208604,/Users/gazmart/code/asx-trading-policies/data/pdf/IPX.pdf,30584
CCL,CUSCAL LIMITED,1120948793,Financial Services,ok,asx,2024-11-24,Securities Trading Policy,2924-02885165-2A1564048,/Users/gazmart/code/asx-trading-policies/data/pdf/CCL.pdf,20188
CHI,CHANNEL INFRASTRUCTURE NZ LIMITED,1089843499,Energy,no_policy_found,,,,,,0
PNR,PANTORO GOLD LIMITED,1075646661,Materials,ok,asx,2010-12-16,Trading Policies-Trading in Company securities by Directors,2995-01133535-4A227518,/Users/gazmart/code/asx-trading-policies/data/pdf/PNR.pdf,10127
LGF,L1 GOLD FUND LIMITED,1068750002,Not Applic,no_policy_found,,,,,,0
BRE,BRAZILIAN RARE EARTHS LIMITED,1068714881,Materials,ok,asx,2026-01-05,Updated Securities Trading Policy,2924-03043539-6A1306069,/Users/gazmart/code/asx-trading-policies/data/pdf/BRE.pdf,28799
PL8,PLATO INCOME MAXIMISER LIMITED.,1066806622,Not Applic,ok,asx,2017-05-04,Securities Trading Policy,2995-01854444-2A1012611,/Users/gazmart/code/asx-trading-policies/data/pdf/PL8.pdf,13327
IRE,IRESS LIMITED,1034813686,Software & Services,ok,asx,2025-06-04,Updated Share Trading Policy,2924-02953554-3A669388,/Users/gazmart/code/asx-trading-policies/data/pdf/IRE.pdf,20381
AIZ,AIR NEW ZEALAND LIMITED,1018572070,Transportation,ok,asx,2011-01-12,Air New Zealand - Securities Trading Policy,2995-01141336-3A348780,/Users/gazmart/code/asx-trading-policies/data/pdf/AIZ.pdf,4331
CAT,CATAPULT SPORTS LTD,1014281455,Software & Services,ok,asx,2023-09-12,Updated Security Trading Policy,2924-02710965-3A626000,/Users/gazmart/code/asx-trading-policies/data/pdf/CAT.pdf,21007
CKF,COLLINS FOODS LIMITED,986610939,Consumer Services,ok,asx,2015-03-26,Securities Trading Policy,2995-01611783-2A850141,/Users/gazmart/code/asx-trading-policies/data/pdf/CKF.pdf,19536
RIC,RIDLEY CORPORATION LIMITED,982115054,"Food, Beverage & Tobacco",ok,asx,2022-11-28,Revised Securities Trading Policy,2924-02604927-3A608286,/Users/gazmart/code/asx-trading-policies/data/pdf/RIC.pdf,10466
CMW,CROMWELL PROPERTY GROUP,982075012,Equity Real Estate Investment Trusts (REITs),ok,asx,2024-09-03,Revised Securities Trading Policy,2924-02848123-2A1545757,/Users/gazmart/code/asx-trading-policies/data/pdf/CMW.pdf,17903
EIQ,ECHOIQ LIMITED,974053084,Software & Services,ok,asx,2026-06-19,Updated Securities Trading Policy,2924-03101986-2A1678251,/Users/gazmart/code/asx-trading-policies/data/pdf/EIQ.pdf,18672
HGH,HEARTLAND GROUP HOLDINGS LIMITED,973563184,Banks,no_policy_found,,,,,,0
RPL,REGAL PARTNERS LIMITED,972755887,Financial Services,ok,asx,2024-08-28,Revised Securities Trading Policy,2924-02844650-2A1544056,/Users/gazmart/code/asx-trading-policies/data/pdf/RPL.pdf,26423
LFS,LATITUDE GROUP HOLDINGS LIMITED,972150262,Financial Services,ok,asx,2021-04-20,Trading Policy,2924-02365149-3A565548,/Users/gazmart/code/asx-trading-policies/data/pdf/LFS.pdf,31029
CCP,CREDIT CORP GROUP LIMITED,969952698,Financial Services,ok,asx,2024-02-06,Revised Securities Trading Policy,2924-02770067-2A1503599,/Users/gazmart/code/asx-trading-policies/data/pdf/CCP.pdf,17000
QRI,QUALITAS REAL ESTATE INCOME FUND,965621790,Financial Services,ok,asx,2018-11-26,Trading policy,2995-02052366-3A506518,/Users/gazmart/code/asx-trading-policies/data/pdf/QRI.pdf,7527
CIN,CARLTON INVESTMENTS LIMITED,948303828,Not Applic,ok,asx,2015-05-20,Trading Policy Amendment,2995-01626810-2A858777,/Users/gazmart/code/asx-trading-policies/data/pdf/CIN.pdf,68
SBM,ST BARBARA LIMITED,944064222,Materials,ok,asx,2026-06-05,Revised Securities Dealing Policy,2924-03097743-3A694831,/Users/gazmart/code/asx-trading-policies/data/pdf/SBM.pdf,39392
A4N,ALPHA HPA LIMITED,943732654,Materials,ok,asx,2026-08-30,Securities Trading Policy,2924-03129118-2A1693691,/Users/gazmart/code/asx-trading-policies/data/pdf/A4N.pdf,12384
PMT,PMET RESOURCES INC.,939011145,Materials,ok,asx,2025-06-22,Securities Trading Policy,2924-02958972-6A1269515,/Users/gazmart/code/asx-trading-policies/data/pdf/PMT.pdf,19533
ARF,ARENA REIT.,930916177,Equity Real Estate Investment Trusts (REITs),no_policy_found,,,,,,0
SGLLV,RICEGROWERS LIMITED,925848955,"Food, Beverage & Tobacco",ok,asx,2021-06-03,Amended Share Trading Policy,2924-02381535-2A1301777,/Users/gazmart/code/asx-trading-policies/data/pdf/SGLLV.pdf,24024
CVL,CIVMEC LIMITED,919873125,Capital Goods,ok,asx,2024-09-04,Trading Policy,2924-02848864-6A1223981,/Users/gazmart/code/asx-trading-policies/data/pdf/CVL.pdf,13493
BMN,BANNERMAN ENERGY LTD,912292845,Energy,ok,asx,2012-07-26,Amended Securities Trading Policy,2995-01316949-6A597530,/Users/gazmart/code/asx-trading-policies/data/pdf/BMN.pdf,22542
LYL,LYCOPODIUM LIMITED,904884946,Capital Goods,ok,asx,2010-12-17,Share Trading Policy,2995-01133985-6A521104,/Users/gazmart/code/asx-trading-policies/data/pdf/LYL.pdf,10057
TCG,TURACO GOLD LIMITED,896801612,Materials,ok,asx,2025-10-17,Updated Securities Trading Policy,2924-03009943-6A1291093,/Users/gazmart/code/asx-trading-policies/data/pdf/TCG.pdf,14779
SKS,SKS TECHNOLOGIES GROUP LIMITED,891816354,Capital Goods,ok,asx,2013-08-22,Revised Securities Trading Policy,2995-01436284-2A751096,/Users/gazmart/code/asx-trading-policies/data/pdf/SKS.pdf,10253
G6M,GROUP 6 METALS LIMITED,891548215,Materials,ok,asx,2025-09-30,Securities Trading Policy,2924-03001000-2A1625428,/Users/gazmart/code/asx-trading-policies/data/pdf/G6M.pdf,25334
FPR,FLEETPARTNERS GROUP LIMITED,890845227,Financial Services,ok,asx,2025-11-19,Updated Securities Trading Policy,2924-03025421-2A1637272,/Users/gazmart/code/asx-trading-policies/data/pdf/FPR.pdf,24589
QAL,QUALITAS LIMITED,886188080,Real Estate Management & Development,ok,asx,2024-03-25,Updated Securities Trading Policy,2924-02788544-3A639366,/Users/gazmart/code/asx-trading-policies/data/pdf/QAL.pdf,26784
PPC,PEET LIMITED,877798043,Real Estate Management & Development,ok,asx,2015-08-17,Employee Guidelines for Dealing in Securities,2995-01651292-6A730298,/Users/gazmart/code/asx-trading-policies/data/pdf/PPC.pdf,23135
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,875816667,Equity Real Estate Investment Trusts (REITs),no_policy_found,,,,,,0
IDX,INTEGRAL DIAGNOSTICS LIMITED,872975697,Health Care Equipment & Services,ok,asx,2015-10-20,Securities Trading Policy,2995-01674330-3A432003,/Users/gazmart/code/asx-trading-policies/data/pdf/IDX.pdf,17819
CU6,CLARITY PHARMACEUTICALS LTD,869279266,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2022-06-08,Governance & Trading Policy Update,2924-02530224-2A1378491,/Users/gazmart/code/asx-trading-policies/data/pdf/CU6.pdf,23406
WBT,WEEBIT NANO LTD,867944329,Semiconductors & Semiconductor Equipment,ok,asx,2024-10-11,Revised Trading Policy,2924-02865473-3A652871,/Users/gazmart/code/asx-trading-policies/data/pdf/WBT.pdf,33905
IPH,IPH LIMITED,864361429,Commercial & Professional Services,ok,asx,2026-06-17,Updated Securities Trading Policy,2924-03101063-2A1677807,/Users/gazmart/code/asx-trading-policies/data/pdf/IPH.pdf,14036
OML,OOH!MEDIA LIMITED,863626231,Media & Entertainment,ok,asx,2022-11-21,Revised Share Trading Policy,2924-02601131-2A1415081,/Users/gazmart/code/asx-trading-policies/data/pdf/OML.pdf,17537
PPM,PEPPER MONEY LIMITED,856074628,Financial Services,ok,asx,2021-05-24,Securities Trading Policy,2924-02377786-2A1299706,/Users/gazmart/code/asx-trading-policies/data/pdf/PPM.pdf,14730
AOV,AMOTIV LIMITED,855301257,Automobiles & Components,ok,asx,2022-08-12,Dealings in Shares (Securities) Policy,2924-02552837-3A598961,/Users/gazmart/code/asx-trading-policies/data/pdf/AOV.pdf,10233
RXL,ROX RESOURCES LIMITED,850198748,Materials,ok,asx,2021-09-07,Revised Securities Trading Policy,2924-02418780-6A1049266,/Users/gazmart/code/asx-trading-policies/data/pdf/RXL.pdf,29692
VSL,VULCAN STEEL LIMITED,839616671,Materials,ok,asx,2021-11-02,Securities Trading Policy,2924-02446847-2A1336013,/Users/gazmart/code/asx-trading-policies/data/pdf/VSL.pdf,14730
NMG,NEW MURCHISON GOLD LIMITED,837390773,Materials,ok,asx,2025-11-24,Securities Trading Policy,2924-03027318-6A1298711,/Users/gazmart/code/asx-trading-policies/data/pdf/NMG.pdf,21347
WA1,WA1 RESOURCES LTD,831170157,Materials,ok,asx,2023-07-27,Updated Corporate Governance Policies,2924-02690786-6A1160221,/Users/gazmart/code/asx-trading-policies/data/pdf/WA1.pdf,19793
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,829525347,Consumer Services,ok,asx,2026-07-01,Updated Securities Trading Policy,2924-03106483-2A1681310,/Users/gazmart/code/asx-trading-policies/data/pdf/SGR.pdf,28076
SDR,SITEMINDER LIMITED,826607812,Software & Services,ok,asx,2026-02-05,Updated Securities Trading Policy,2924-03053648-2A1652148,/Users/gazmart/code/asx-trading-policies/data/pdf/SDR.pdf,17023
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,824323044,Consumer Discretionary Distribution & Retail,no_policy_found,,,,,,0
BMC,BMC MINERALS LTD.,823919385,Materials,ok,asx,2025-12-10,Securities Trading Policy,2924-03035898-6A1302727,/Users/gazmart/code/asx-trading-policies/data/pdf/BMC.pdf,18538
BC8,BLACK CAT SYNDICATE LIMITED,823688611,Materials,ok,asx,2018-01-25,Securities trading policy,2995-01944125-6A869382,/Users/gazmart/code/asx-trading-policies/data/pdf/BC8.pdf,15551
WGN,WAGNERS HOLDING COMPANY LIMITED,820864933,Materials,ok,asx,2017-12-07,Securities Trading Policy,2995-01931827-2A1054509,/Users/gazmart/code/asx-trading-policies/data/pdf/WGN.pdf,11828
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,816748942,"Food, Beverage & Tobacco",ok,asx,2024-12-04,Securities Trading Policy Update,2924-02890331-2A1566258,/Users/gazmart/code/asx-trading-policies/data/pdf/AAC.pdf,27184
WIA,WIA GOLD LIMITED,808390275,Materials,no_policy_found,,,,,,0
NAN,NANOSONICS LIMITED,807059360,Health Care Equipment & Services,ok,asx,2020-06-05,Revised Securities Trading Policy,2924-02242273-2A1229508,/Users/gazmart/code/asx-trading-policies/data/pdf/NAN.pdf,21904
C79,CHRYSOS CORPORATION LIMITED,806396575,Commercial & Professional Services,ok,asx,2022-05-05,Securities Trading Policy,2924-02518711-2A1372451,/Users/gazmart/code/asx-trading-policies/data/pdf/C79.pdf,41435
MYS,MYSTATE LIMITED,806149325,Banks,ok,asx,2018-06-01,Revised Share Trading Policy - Correction,2995-01987124-3A494397,/Users/gazmart/code/asx-trading-policies/data/pdf/MYS.pdf,16830
PCI,PERPETUAL CREDIT INCOME TRUST,804670994,Not Applic,no_policy_found,,,,,,0
DJW,DJERRIWARRH INVESTMENTS LIMITED,793660596,Not Applic,ok,asx,2026-05-21,Securities Dealing Policy,2924-03092565-3A693776,/Users/gazmart/code/asx-trading-policies/data/pdf/DJW.pdf,11002
AXQ,"AURA CONSOLIDATED GROUP, INC.",792468905,Class Pend,ok,asx,2026-07-08,Securities Dealing Policy,2924-03109173-2A1683519,/Users/gazmart/code/asx-trading-policies/data/pdf/AXQ.pdf,18788
AMI,AURELIA METALS LIMITED,791422721,Materials,ok,asx,2023-11-01,Revised Securities Trading Policy,2924-02734708-2A1484940,/Users/gazmart/code/asx-trading-policies/data/pdf/AMI.pdf,24205
ABG,ABACUS GROUP,777482141,Equity Real Estate Investment Trusts (REITs),ok,asx,2026-07-01,Revised Trading Policy,2924-03106229-2A1681143,/Users/gazmart/code/asx-trading-policies/data/pdf/ABG.pdf,18067
ING,INGHAMS GROUP LIMITED,769376774,"Food, Beverage & Tobacco",ok,asx,2016-11-06,Securities Dealing Policy,2995-01799266-3A459827,/Users/gazmart/code/asx-trading-policies/data/pdf/ING.pdf,15730
AIS,AERIS RESOURCES LIMITED,763513267,Materials,"error: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",,,,,,0
WGB,WAM GLOBAL LIMITED,758754637,Not Applic,ok,asx,2018-06-21,Trading Policy,2995-01992595-2A1087458,/Users/gazmart/code/asx-trading-policies/data/pdf/WGB.pdf,17504
RFF,RURAL FUNDS GROUP,758011233,Equity Real Estate Investment Trusts (REITs),ok,asx,2015-11-08,Updated Securities Trading Policy,2995-01682643-2A890395,/Users/gazmart/code/asx-trading-policies/data/pdf/RFF.pdf,30751
AUC,AUSGOLD LIMITED,753278698,Materials,ok,asx,2025-11-10,Updated Securities Trading Policy,2924-03021146-6A1296297,/Users/gazmart/code/asx-trading-policies/data/pdf/AUC.pdf,28931
DXI,DEXUS INDUSTRIA REIT.,745814314,Equity Real Estate Investment Trusts (REITs),ok,asx,2021-10-21,Securities trading policy update,2924-02439427-3A578897,/Users/gazmart/code/asx-trading-policies/data/pdf/DXI.pdf,17095
FCL,FINEOS CORPORATION HOLDINGS PLC,745289780,Software & Services,ok,asx,2019-08-16,Securities Trading Policy,2924-02134418-2A1165866,/Users/gazmart/code/asx-trading-policies/data/pdf/FCL.pdf,25814
RF1,REGAL INVESTMENT FUND,740493902,Not Applic,ok,asx,2024-05-29,Listed Investments Trust Trading Policy - Updated,2924-02811893-2A1525797,/Users/gazmart/code/asx-trading-policies/data/pdf/RF1.pdf,14771
AYA,ARTRYA LIMITED,715474240,Health Care Equipment & Services,ok,asx,2021-11-24,Securities Trading Policy,2924-02456997-6A1064643,/Users/gazmart/code/asx-trading-policies/data/pdf/AYA.pdf,15078
HM1,HEARTS AND MINDS INVESTMENTS LIMITED,712134539,Not Applic,ok,asx,2025-12-02,Securities Trading & Insider Trading Policy,2924-03031879-2A1640286,/Users/gazmart/code/asx-trading-policies/data/pdf/HM1.pdf,10323
HSN,HANSEN TECHNOLOGIES LIMITED,701523840,Software & Services,ok,asx,2010-12-22,Securities Trading Policy,2995-01135975-3A347965,/Users/gazmart/code/asx-trading-policies/data/pdf/HSN.pdf,11085
PNV,POLYNOVO LIMITED,694297206,Health Care Equipment & Services,ok,asx,2026-04-30,Updated Share Trading Policy,2924-03084867-3A692359,/Users/gazmart/code/asx-trading-policies/data/pdf/PNV.pdf,1792
SYL,SYMAL GROUP LIMITED,693518456,Capital Goods,ok,asx,2026-06-12,Updated Securities Trading Policy,2924-03099799-3A695235,/Users/gazmart/code/asx-trading-policies/data/pdf/SYL.pdf,32810
KKC,KKR CREDIT INCOME FUND,693447844,Not Applic,ok,asx,2019-11-19,KKR CREDIT INCOME FUND: Trading Policy,2924-02174649-2A1187534,/Users/gazmart/code/asx-trading-policies/data/pdf/KKC.pdf,8168
NXL,NUIX LIMITED,683647119,Software & Services,ok,asx,2020-12-03,Trading policy,2924-02318261-2A1268144,/Users/gazmart/code/asx-trading-policies/data/pdf/NXL.pdf,26805
IMR,IMRICOR MEDICAL SYSTEMS INC.,683023457,Health Care Equipment & Services,ok,asx,2019-08-30,Securities Trading Policy,2924-02141101-3A522998,/Users/gazmart/code/asx-trading-policies/data/pdf/IMR.pdf,18598
29M,29METALS LIMITED,673779470,Materials,ok,asx,2026-01-26,Updated Securities Dealings Policy,2924-03049134-3A685894,/Users/gazmart/code/asx-trading-policies/data/pdf/29M.pdf,22978
BTR,BRIGHTSTAR RESOURCES LIMITED,662200319,Materials,no_policy_found,,,,,,0
FGG,FUTURE GENERATION GLOBAL LIMITED,657458583,Not Applic,ok,asx,2015-09-08,Security trading policy,2995-01659844-2A878033,/Users/gazmart/code/asx-trading-policies/data/pdf/FGG.pdf,10901
A1M,AIC MINES LIMITED,646072055,Materials,ok,asx,2022-08-26,Revised Share Trading Policy,2924-02559400-6A1106365,/Users/gazmart/code/asx-trading-policies/data/pdf/A1M.pdf,9967
SHV,SELECT HARVESTS LIMITED,641840507,"Food, Beverage & Tobacco",ok,asx,2011-01-17,Share Trading Policy,2995-01142371-3A348975,/Users/gazmart/code/asx-trading-policies/data/pdf/SHV.pdf,68
OCL,OBJECTIVE CORPORATION LIMITED,632003933,Software & Services,ok,asx,2023-07-03,Securities Trading Policy,2924-02682733-2A1458789,/Users/gazmart/code/asx-trading-policies/data/pdf/OCL.pdf,19447
SHA,SHAPE AUSTRALIA CORPORATION LIMITED,628007137,Capital Goods,ok,asx,2023-06-29,Securities Trading Policy Update,2924-02680979-2A1457491,/Users/gazmart/code/asx-trading-policies/data/pdf/SHA.pdf,14310
EUR,EUROPEAN LITHIUM LIMITED,621512869,Materials,ok,asx,2018-06-18,Revised Security Trading Policy,2995-01991265-6A887810,/Users/gazmart/code/asx-trading-policies/data/pdf/EUR.pdf,14056
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,621375042,Consumer Discretionary Distribution & Retail,no_policy_found,,,,,,0
UNI,UNIVERSAL STORE HOLDINGS LIMITED,617602521,Consumer Discretionary Distribution & Retail,ok,asx,2022-05-31,Amended Securities Trading Policy,2924-02526880-2A1376598,/Users/gazmart/code/asx-trading-policies/data/pdf/UNI.pdf,16064
VYS,VYSARN LIMITED,616191347,Materials,ok,asx,2019-09-09,Securities Trading Policy,2924-02144965-6A944436,/Users/gazmart/code/asx-trading-policies/data/pdf/VYS.pdf,16491
SRV,SERVCORP LIMITED,611926563,Real Estate Management & Development,ok,asx,2010-12-30,Securities Trading Policy,2995-01138611-2A619646,/Users/gazmart/code/asx-trading-policies/data/pdf/SRV.pdf,14232
MEI,METEORIC RESOURCES LIMITED,610389948,Materials,ok,asx,2010-12-23,Securities Trading Policy,2995-01137367-6A522591,/Users/gazmart/code/asx-trading-policies/data/pdf/MEI.pdf,15258
LIC,LIFESTYLE COMMUNITIES LIMITED,608700270,Real Estate Management & Development,ok,asx,2021-05-12,Revised Securities Trading Policy,2924-02373945-3A567006,/Users/gazmart/code/asx-trading-policies/data/pdf/LIC.pdf,17195
BOE,BOSS ENERGY LTD,608231844,Energy,ok,asx,2026-01-09,Corporate Governance Policies Update,2924-03044843-6A1306542,/Users/gazmart/code/asx-trading-policies/data/pdf/BOE.pdf,19920
SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,606680276,Consumer Services,ok,asx,2010-12-21,SKYCITY Securities Trading Policy,2995-01135639-2A618514,/Users/gazmart/code/asx-trading-policies/data/pdf/SKC.pdf,21078
ASL,ANDEAN SILVER LIMITED,604069127,Materials,ok,asx,2024-11-29,Securities Trading Policy,2924-02888336-6A1240790,/Users/gazmart/code/asx-trading-policies/data/pdf/ASL.pdf,24871
FRS,FORRESTANIA RESOURCES LIMITED,602997962,Materials,ok,asx,2026-02-11,New Trading Policy,2924-03055579-6A1311632,/Users/gazmart/code/asx-trading-policies/data/pdf/FRS.pdf,2430
RG1,REGAL PARTNERS GLOBAL INVESTMENTS LIMITED,602939384,Not Applic,ok,asx,2024-10-24,Revised Securities Trading Policy,2924-02871039-2A1557654,/Users/gazmart/code/asx-trading-policies/data/pdf/RG1.pdf,27642
EHL,EMECO HOLDINGS LIMITED,601314718,Capital Goods,ok,asx,2018-09-07,Share Trading Policy,2995-02020280-6A898623,/Users/gazmart/code/asx-trading-policies/data/pdf/EHL.pdf,11687
WHF,WHITEFIELD INDUSTRIALS LIMITED,600422843,Not Applic,ok,asx,2010-12-23,Securities Dealing Policy,2995-01136489-2A618866,/Users/gazmart/code/asx-trading-policies/data/pdf/WHF.pdf,45
VMM,VIRIDIS MINING AND MINERALS LIMITED,596080630,Materials,ok,asx,2022-01-20,Trading Policy,2924-02477383-6A1073052,/Users/gazmart/code/asx-trading-policies/data/pdf/VMM.pdf,16168
LRV,LARVOTTO RESOURCES LIMITED,594685378,Materials,ok,asx,2021-12-02,Securities Trading Policy,2924-02461615-6A1066700,/Users/gazmart/code/asx-trading-policies/data/pdf/LRV.pdf,16528
CWP,CEDAR WOODS PROPERTIES LIMITED,589816023,Real Estate Management & Development,ok,asx,2010-12-30,Securities Trading Policy,2995-01138687-6A523168,/Users/gazmart/code/asx-trading-policies/data/pdf/CWP.pdf,9192
FML,FOCUS MINERALS LTD,584579636,Materials,ok,asx,2011-01-07,Revised Share Trading Policy,2995-01140368-6A523878,/Users/gazmart/code/asx-trading-policies/data/pdf/FML.pdf,10517
WQG,WCM GLOBAL GROWTH LIMITED,583648419,Not Applic,ok,asx,2022-05-23,Revised Securities Trading Policy,2924-02524020-3A594098,/Users/gazmart/code/asx-trading-policies/data/pdf/WQG.pdf,14741
MIR,MIRRABOOKA INVESTMENTS LIMITED,576904181,Not Applic,ok,asx,2025-10-24,Securities Dealing Policy,2924-03013250-3A679694,/Users/gazmart/code/asx-trading-policies/data/pdf/MIR.pdf,10584
TVN,TIVAN LIMITED,572356754,Materials,ok,asx,2023-03-20,TVN Adoption of New Securities Trading Policy,2924-02645817-6A1141677,/Users/gazmart/code/asx-trading-policies/data/pdf/TVN.pdf,750
WC8,WILDCAT RESOURCES LIMITED,571123881,Materials,no_policy_found,,,,,,0
USL,UNICO SILVER LIMITED,568441442,Materials,ok,asx,2025-03-13,Revised Securities Trading Policy,2924-02924480-3A664071,/Users/gazmart/code/asx-trading-policies/data/pdf/USL.pdf,29944
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,ok,asx,2024-08-12,Securities Trading Policy and Minimum Shareholding Policy,2924-02837831-2A1540539,/Users/gazmart/code/asx-trading-policies/data/pdf/TPW.pdf,23899
FGX,FUTURE GENERATION AUSTRALIA LIMITED,558080622,Not Applic,ok,asx,2014-09-12,Share Trading Policy,2995-01552452-3A411584,/Users/gazmart/code/asx-trading-policies/data/pdf/FGX.pdf,8849
IPG,IPD GROUP LTD,554214045,Capital Goods,ok,asx,2024-03-27,Amended Trading Policy,2924-02789426-2A1514213,/Users/gazmart/code/asx-trading-policies/data/pdf/IPG.pdf,25044
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,ok,asx,2018-12-17,Securities Trading Policy,2995-02060624-2A1124322,/Users/gazmart/code/asx-trading-policies/data/pdf/OPH.pdf,9866
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,ok,asx,2025-03-03,Securities Trading Policy,2924-02920298-2A1582080,/Users/gazmart/code/asx-trading-policies/data/pdf/MA1.pdf,13665
DUR,DURATEC LIMITED,536973345,Capital Goods,ok,asx,2025-10-15,Securities Trading Policy,2924-03008590-6A1290471,/Users/gazmart/code/asx-trading-policies/data/pdf/DUR.pdf,27363
VGL,VISTA GROUP INTERNATIONAL LIMITED.,531220916,Software & Services,no_policy_found,,,,,,0
MOT,METRICS INCOME OPPORTUNITIES TRUST,530981613,Not Applic,ok,asx,2019-04-26,Securities Trading Policy,2995-02099008-2A1146024,/Users/gazmart/code/asx-trading-policies/data/pdf/MOT.pdf,9774
GLN,GALAN LITHIUM LIMITED,526027702,Materials,ok,asx,2024-05-28,Secondary Trading Notice,2924-02811482-6A1209416,/Users/gazmart/code/asx-trading-policies/data/pdf/GLN.pdf,1815
COF,CENTURIA OFFICE REIT,525656499,Equity Real Estate Investment Trusts (REITs),no_policy_found,,,,,,0
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,ok,asx,2014-04-24,Securities Trading Policy,2995-01511340-3A405329,/Users/gazmart/code/asx-trading-policies/data/pdf/BAP.pdf,13871
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,ok,asx,2021-12-07,Amended Securities Trading Policy,2924-02463542-3A583147,/Users/gazmart/code/asx-trading-policies/data/pdf/ACL.pdf,17317
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,ok,asx,2024-12-04,Revised Share Trading Policy,2924-02890789-2A1566537,/Users/gazmart/code/asx-trading-policies/data/pdf/GWA.pdf,19312
CBE,COBRE LIMITED,519008824,Materials,ok,asx,2023-08-08,Securities Trading Policy - Updated August 2023,2924-02695354-2A1465331,/Users/gazmart/code/asx-trading-policies/data/pdf/CBE.pdf,18027
TWR,TOWER LIMITED,518551140,Insurance,ok,asx,2010-12-16,Insider Trading Policy,2995-01133286-2A617660,/Users/gazmart/code/asx-trading-policies/data/pdf/TWR.pdf,21734
SMI,SANTANA MINERALS LIMITED,517524296,Materials,ok,asx,2013-05-29,Share trading policy,2995-01413109-2A737731,/Users/gazmart/code/asx-trading-policies/data/pdf/SMI.pdf,21797
CGS,COGSTATE LTD,516554830,Health Care Equipment & Services,ok,asx,2025-06-29,Securities Trading Policy,2924-02961704-3A670778,/Users/gazmart/code/asx-trading-policies/data/pdf/CGS.pdf,24577
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,ok,asx,2025-06-23,Securities Trading Policy,2924-02959369-3A670399,/Users/gazmart/code/asx-trading-policies/data/pdf/EQT.pdf,1732
CHN,CHALICE MINING LIMITED,513063739,Materials,ok,asx,2023-08-24,Revised Securities Trading Policy,2924-02701975-6A1164592,/Users/gazmart/code/asx-trading-policies/data/pdf/CHN.pdf,31773
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,ok,asx,2026-03-04,AEF Share Trading Policy,2924-03064459-2A1657866,/Users/gazmart/code/asx-trading-policies/data/pdf/AEF.pdf,22862
THL,TOURISM HOLDINGS RENTALS LIMITED,502794864,Transportation,no_policy_found,,,,,,0
